-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-5.783586226771567,0.18238100610103794,-1.3326273303066247,1.5
-3.8081881000534175,-0.022071366394279895,-0.5562168163519557,1.5
-1.8327899733352677,-0.22652373888959773,0.22019369760271337,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-5.697146084181939,0.14092326001616517,-1.2993499162443836,1.5
-3.6485931598457313,-0.05622191280618205,-0.49396110048023817,1.5
-1.6000402355095238,-0.2533670856285293,0.3114277152839073,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-5.594280041347582,0.09935875104018105,-1.256430164067791,1.5
-3.475962101356899,-0.09002138001543142,-0.4248600581373549,1.5
-1.3576441613662158,-0.2794015110710439,0.40671004779308134,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-5.473420571109412,0.05806594562334222,-1.2027325661448862,1.5
-3.2896472006220048,-0.12324318209788332,-0.3484656554905782,1.5
-1.1058738301345972,-0.30455230981910886,0.5058012551637298,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-5.332845804297843,0.01753277742077819,-1.1369693394814961,1.5
-3.088968357137018,-0.15560857385823923,-0.2642851924507241,1.5
-0.8450909099761927,-0.32874992513725665,0.6083989545800479,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-5.170722433978896,-0.021686194936317738,-1.057745522511316,1.5
-2.8732431036601582,-0.1868129334880103,-0.17181169967266796,1.5
-0.5757637733414199,-0.3519396720397029,0.71412212316598,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-4.985138972970388,-0.05900244518403336,-0.9635935532175992,1.5
-2.641812082170631,-0.21654701089144174,-0.07054922622964988,1.5
-0.29848519137087437,-0.3740915765988501,0.8224951007582995,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-4.774105839030567,-0.09379243351494249,-0.8529739495505694,1.5
-2.3940464919607303,-0.24449965359733206,0.03998038047015717,1.5
-0.013987144890893467,-0.3952068736797216,0.9329347104908837,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-4.535526847888954,-0.12536740336293417,-0.724246669889882,1.5
-2.129339517142367,-0.27034400206984976,0.16024717910277597,1.5
0.27684781360421973,-0.41532060077676536,1.044741028095434,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-4.2671691410107595,-0.1529408356683556,-0.5756395131383649,1.5
-1.847096624596405,-0.2937219384919524,0.29072476072346953,1.5
0.5729758918179492,-0.4345030413155492,1.157089034585304,1.0
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.5
-3.0,8.0,0.0,1.0
-3.966664476395262,-0.17562721982801605,-0.40524939256764547,1.5
-1.5467431111831291,-0.3142455396402852,0.4318839358423143,1.5
0.873178254029004,-0.4528638594525543,1.2690172642522741,1.0
-3.631537579783653,-0.192466860540477,-0.21106863305523915,1.5
-1.227747525569814,-0.3315136721306967,0.5841716212230039,1.5
1.176042528644025,-0.4705604837209164,1.379411875501247,1.0
0.0,0.0,-5.0,1.4977320724284038
